"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","required_fields (product.metafields.custom.required_fields)","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Color (product.metafields.shopify.color-pattern)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"gothic-canvas-tote-bag-skeleton","Gothic Canvas Tote Bag with Skeleton Design – Dark Humor or Fully Custom Print","Spooky, but make it functional. This creepy-cute canvas tote is perfect for goths, horror lovers, and anyone whose life motto is a little more “Never Better” and “Live Laugh Lobotomy” than “Live Laugh Love.” Use it for books, groceries, witchy essentials, or your emotional baggage. 💀🖤

Choose from my designs or send your own art for a fully custom tote.

✨ What you’re getting
• Mid-sized canvas tote bag – sturdy enough for daily use
• Printed with high-quality, vibrant artwork so your design really pops
• Choice of existing designs or your own custom image/idea
• Made to order just for you in Denver, CO

💀 Design options
• “Never Better” – skeleton lounging in a coffin under a rainbow, pastel goth vibes
• “Live Laugh Lobotomy” – grim reaper silhouette with dark humor text
• Custom Image – your art, your pet, your phrase, or your cursed idea

🎨 How customization works
• Select “Your Own Image” from the Design dropdown
• Use the personalization box or Etsy messages to tell me what you’d like
• Send your image via Etsy messages after checkout
• I’ll adjust your image for best print quality and confirm before printing if needed

📏 Size &amp; materials
(Update these details if needed to match your actual product)
• Approx. 15 in x 16 in canvas tote (mid-sized everyday bag)
• Handles long enough to wear over the shoulder
• Canvas fabric – durable and reusable
• Lightweight but strong enough for books, notebooks, or a small laptop

🎁 Perfect for
• Goth, grunge, alt, and emo fashion lovers
• Horror fans and spooky season enthusiasts (year-round, obviously)
• Dark humor meme friends who are “Never Better” 😈
• Unique, personalized gifts for birthdays, Halloween, or just because

If you have a weird idea, cursed phrase, or specific spooky aesthetic in mind, message me – I’d love to help you bring it to life on a tote. 🕯️🦇","Midnight Muse Made","Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags","Bags","alt_fashion_tote, Canvas, creepy_cute_tote, custom_image_tote, custom_spooky_gift, dark_humor_tote_bag, gothic_canvas_bag, grunge_goth_tote, horror_aesthetic_bag, live_laugh_lobotomy, never_better_tote, pastel_goth_tote_bag, spooky_skeleton_tote, witchy_everyday_bag","true","Design","Never Better","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/fb6da7d8-il_fullxfull.6763089180_iliv.jpg?v=1767148643","1","Gothic canvas tote bag with Never Better skeleton design, dark humor accessory","false","Gothic Canvas Tote Bag | Skeleton Dark Humor Design","Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!","","","","","","","","","","","","","","","","lb","","","active"
"gothic-canvas-tote-bag-skeleton","","","","Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags","Bags","","","","Live Laugh Lobotomy","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/b6d4a13d-il_fullxfull.6811102327_aihn.jpg?v=1767148642","2","Gothic canvas tote bag with Never Better skeleton design, dark humor accessory","","Gothic Canvas Tote Bag | Skeleton Dark Humor Design","Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!","","","","","","","","","","","","","","","","lb","","",""
"gothic-canvas-tote-bag-skeleton","","","","Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags","Bags","","","","Your Own Image","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c77e9290-il_fullxfull.6811102343_nn8m.jpg?v=1767148643","3","Gothic canvas tote bag with Never Better skeleton design, dark humor accessory","","Gothic Canvas Tote Bag | Skeleton Dark Humor Design","Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!","","","","","","","","","","","","","","","","lb","","",""
"gothic-canvas-tote-bag-skeleton","","","","Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags","Bags","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/01cad980-il_fullxfull.6763088500_dh32.jpg?v=1767148643","4","Gothic canvas tote bag with Never Better skeleton design, dark humor accessory","","Gothic Canvas Tote Bag | Skeleton Dark Humor Design","Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!","","","","","","","","","","","","","","","","","","",""
"custom-acrylic-claw-clip-hair","Custom Acrylic Claw Clip, Personalized Photo Hair Clip, Goth or Spooky Design Option","Make your hair as bold and expressive as your style with these customizable acrylic claw clips. Each clip is hand-designed and made to order, giving you the option to choose from spooky, gothic, witchy artwork or upload your own image for a fully personalized accessory.

Whether you're creating a dark aesthetic look, adding a statement piece to your everyday style, or gifting something truly one-of-a-kind, this claw clip brings your vision to life.

✦ How Customization Works
- Choose the ""Your Own Image"" option.
- Send me your artwork, photo, name, or design idea in a message.
- I’ll create a preview and work with you until it’s perfect.
- Your custom claw clip is handmade and shipped once approved.

✦ Perfect For
- Everyday goth or witchy fashion
- Halloween-inspired looks
- Personalized gifts
- Custom matching clips for friends, events, or photoshoots","Midnight Muse Made","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","Acrylic, Claw_clips_aesthetic, clip_for_thick_hair, Custom_claw_clip, Custom_image_gift, Custom_photo_gift, Decorative_hair_clip, Faux leather, featured, Gift_for_her, Hair_accessories, Hair_accessory, Large_claw_clip, Personalized_clip, Photo_hair_clip, Unique_accessory","true","Design","Your Own Image","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/29b73014-il_fullxfull.7526267323_7k6d.jpg?v=1767148643","1","Custom acrylic claw clip with personalized photo design, goth hair accessory","false","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","","active"
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Raven Pattern","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/0cc25655-il_fullxfull.7434455656_as4j.jpg?v=1767148643","2","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Colorful Eyes","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/681a9d28-il_fullxfull.7473786224_53mj.jpg?v=1767148643","3","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Green Floral","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c2146c0d-il_fullxfull.7482373285_2sdo.jpg?v=1767148643","4","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Bat Floral","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/44608c02-il_fullxfull.7482373281_7018.jpg?v=1767148642","5","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Halloween","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c013ac84-il_fullxfull.7521720231_ii4y.jpg?v=1767148643","6","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Blood","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a5c96f05-il_fullxfull.7434455652_7p0p.jpg?v=1767195474","7","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Skulls","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/d507f37c-il_fullxfull.7521720237_cf2s.jpg?v=1767148643","8","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","Potion Books","","","","","","","","","0.0","shopify","10","deny","manual","10.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/6ccdc92d-il_fullxfull.6837005859_kgr2.jpg?v=1767148643","9","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","lb","","",""
"custom-acrylic-claw-clip-hair","","","","Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips","Hair Accessories","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/850e0716-il_fullxfull.7434455654_1be7.jpg?v=1767148643","10","Custom acrylic claw clip with personalized photo design, goth hair accessory","","Custom Acrylic Claw Clip | Personalized Photo Hair Accessory","Personalized acrylic claw clip with your photo or goth design. Perfect for thick hair & witchy fashion. Custom hair accessory made to order!","","","","","","","","","","","","","","","","","","",""
"witchy-stainless-steel-tumbler-20oz","Witchy 20oz Stainless Steel Tumbler Cup – Goth Skeleton & Raccoon Designs","Looking for a witchy cup that’s as snarky as your soul? This 20oz stainless steel tumbler is made for goth girls, spooky besties, and anyone who laughs at a little dark humor. Choose from my creepy-cute designs or send your own art for a truly one-of-a-kind witchy tumbler.

• 20oz stainless steel skinny tumbler – perfect for iced coffee, tea, water, or potions
• Double-wall insulated to help keep hot drinks warm and cold drinks chilled
• Includes clear lid, metal straw, and straw cleaner for easy sipping
• Full-wrap, vibrant design that’s printed directly on the tumbler (no peeling vinyl)
• Smooth, glossy finish that shows off bold lines and spooky details
• Lightweight, slim design that fits most car cup holders
• Made to order in Denver, CO with lots of love and a little chaos 🖤

Witchy &amp; Goth Design Options
• Live Laugh Lobotomy – grim reaper graphic with twisted take on a classic “Live Laugh Love” style
• Ray of Sarcasm – raccoon illustration for the chaotic, sarcastic friend
• Women's Rights – skeleton girl with “I support women’s rights and wrongs”
• Never Better – skeleton in a coffin under a colorful rainbow, dark humor vibes
• Dysfunctional – fun raccoon design that says “I put the fun in dysfunctional”
• Your Own Image – send your logo, artwork, or photo for a fully custom tumbler

How Custom Orders Work
• Select “Your Own Image” from the design options
• Place your order, then send your art or idea via Etsy messages
• I’ll format your image for the tumbler and send a mockup if needed
• Once approved, I print and press your custom design onto the cup

Materials &amp; Quality
• Stainless steel body with plastic lid and reusable metal straw
• Double-wall construction for insulation
• Printed design is infused into the tumbler surface – no decals or stickers
• Smooth, comfortable to hold, and great for everyday use

Care Instructions
• Hand wash only to keep the design vibrant for as long as possible
• Do not microwave (stainless steel + electronics don’t mix!)
• Avoid soaking the lid and straw cleaner for extended periods

Perfect For
• Witchy coffee lovers and goth tea drinkers
• Spooky season, Halloween, and year-round creepy vibes
• Gifts for your sarcastic best friend, roommate, or coworker
• Desk companions, car rides, or adding a little chaos to your daily hydration

If you have a specific witchy, celestial, or spooky idea in mind, send me a message – I’d love to bring your design to life on a custom tumbler. 🖤✨","Midnight Muse Made","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","alt_goth_drinkware, celestial_goth_mug, custom_witchy_cup, goth_skeleton_cup, grim_reaper_tumbler, halloween_tumbler, live_laugh_lobotomy, Metal, never_better_cup, Plastic, sarcastic_raccoon, snarky_goth_gift, spooky_coffee_cup, witchy_gift_her, witchy_tumbler_cup","true","Designs","Live Laugh","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/2d01e007-il_fullxfull.7057722373_68s0.jpg?v=1767148642","1","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","false","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","","active"
"witchy-stainless-steel-tumbler-20oz","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","","","","Ray of Sarcasm","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/d928f324-il_fullxfull.7009731558_blku.jpg?v=1767148642","2","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","",""
"witchy-stainless-steel-tumbler-20oz","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","","","","Never Better","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a49f928f-il_fullxfull.7057711387_e3mj.jpg?v=1767148643","3","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","",""
"witchy-stainless-steel-tumbler-20oz","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","","","","Womens Rights","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/ba3999fb-il_fullxfull.7009731556_imem.jpg?v=1767148643","4","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","",""
"witchy-stainless-steel-tumbler-20oz","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","","","","Dysfunctional","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/5eabafab-il_fullxfull.7009735132_4hvo.jpg?v=1767148642","5","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","",""
"witchy-stainless-steel-tumbler-20oz","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Drinkware","","","","Your Own Image","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","","","Witchy 20oz stainless steel tumbler with Live Laugh Lobotomy goth design","","Witchy 20oz Stainless Steel Tumbler | Goth Skeleton Designs","20oz stainless steel tumbler with witchy & goth designs. Double-wall insulated with lid & straw. Dark humor vibes. Custom options available!","","","","","","","","","","","","","","","","lb","","",""
"goth-skull-floral-mouse-pad","Goth Skull Floral Mouse Pad – Dark Academia Office Decor, Custom Gothic Mousepad","Bring a little beautiful darkness to your desk. This gothic mouse pad features haunting artwork like skulls with lush florals, witchy scenes, and skeletal thrones – or you can turn your own art into a custom spooky mousepad made just for you.

✨ Why you’ll love it
• Perfect for witchy workspaces, goth gamers, and dark academia office decor
• Smooth surface for precise mouse tracking while you plot your next spell (or spreadsheet)
• Non-slip backing to keep your mousepad in place during intense raids or late-night editing
• Printed to order just for you – choose one of my original designs or send your own image
• Makes an amazing spooky gift for coworkers, gamers, artists, witches, and horror lovers

🎨 Designs &amp; customization options
• Skull Flowers – a detailed skull nestled in moody florals and butterflies for elegant gothic vibes
• Witch – cloaked witch in a glowing circle of magic, perfect for occult and mystical setups
• Skeleton Throne – regal skeleton seated on a throne, ideal for dark fantasy fans
• Your Own Image – I’ll turn your artwork, logo, pet portrait, or spooky concept into a custom mousepad

Want something specific (color palette, quote, username, symbol, etc.)? I’m happy to collaborate.

🧙‍♀️ How to order a custom design
• Choose “Your Own Image” from the Design dropdown
• In the personalization box, briefly describe what you’d like (theme, text, colors, vibe)
• After checkout, send me your image via Etsy Messages (high-resolution PNG or JPG works best)
• I’ll create a mockup and send it to you for approval before printing
• Once you approve, your custom gothic mouse pad goes into production and ships out

🧼 Care instructions
• Wipe gently with a damp cloth and mild soap if needed
• Avoid harsh chemicals or abrasive scrubbing to keep the print vibrant
• Let air-dry completely before use

🎁 Perfect for gifting
• Spooky yet sophisticated office gift for coworkers or bosses
• Thoughtful gamer gift for goth, witchy, or horror-obsessed friends
• Unique present for birthdays, Halloween, Yule, or “just because”
• Great way to showcase your own artwork, small-business logo, or favorite character in a subtle gothic style","Midnight Muse Made","Electronics > Electronics Accessories > Computer Accessories > Mouse Pads","Office Accessories","custom_horror_mouse, custom_printed_pad, dark_academia_mouse, goth_gamer_desk_mat, goth_skull_mousepad, occult_desk_decor, skeleton_throne_art, skull_butterfly_art, skull_floral_artwork, skull_flowers_pad, spooky_office_gift, witch_altar_mousepad, witchy_mouse_pad","true","Design","Witch","","","","","","","","","0.0","shopify","10","deny","manual","12.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/631b99c8-il_fullxfull.6747493994_kc1g.jpg?v=1767148642","1","Goth skull floral mouse pad with witch design, dark academia office decor","false","Goth Skull Floral Mouse Pad | Dark Academia Office Decor","Gothic mouse pad with skull florals, witch & skeleton designs. Non-slip backing for gamers. Custom options available. Perfect spooky office gift!","","","","","","","","","","","","","","","","lb","","","active"
"goth-skull-floral-mouse-pad","","","","Electronics > Electronics Accessories > Computer Accessories > Mouse Pads","Office Accessories","","","","Skull Flowers","","","","","","","","","0.0","shopify","10","deny","manual","12.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/c2b81ec0-il_fullxfull.6747493992_2qya.jpg?v=1767148643","2","Goth skull floral mouse pad with witch design, dark academia office decor","","Goth Skull Floral Mouse Pad | Dark Academia Office Decor","Gothic mouse pad with skull florals, witch & skeleton designs. Non-slip backing for gamers. Custom options available. Perfect spooky office gift!","","","","","","","","","","","","","","","","lb","","",""
"goth-skull-floral-mouse-pad","","","","Electronics > Electronics Accessories > Computer Accessories > Mouse Pads","Office Accessories","","","","Skeleton Throne","","","","","","","","","0.0","shopify","10","deny","manual","12.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a9b779d3-il_fullxfull.6795519531_l9z1.jpg?v=1767148646","3","Goth skull floral mouse pad with witch design, dark academia office decor","","Goth Skull Floral Mouse Pad | Dark Academia Office Decor","Gothic mouse pad with skull florals, witch & skeleton designs. Non-slip backing for gamers. Custom options available. Perfect spooky office gift!","","","","","","","","","","","","","","","","lb","","",""
"goth-skull-floral-mouse-pad","","","","Electronics > Electronics Accessories > Computer Accessories > Mouse Pads","Office Accessories","","","","Your Own Image","","","","","","","","","0.0","shopify","10","deny","manual","12.00","","true","false","","","","","","","","Goth skull floral mouse pad with witch design, dark academia office decor","","Goth Skull Floral Mouse Pad | Dark Academia Office Decor","Gothic mouse pad with skull florals, witch & skeleton designs. Non-slip backing for gamers. Custom options available. Perfect spooky office gift!","","","","","","","","","","","","","","","","lb","","",""
"custom-pet-tumbler-dog-breed-design","Custom Pet Portrait Stainless Steel Tumbler, Personalized Pet Lover Travel Cup","Custom Pet Photo Stainless Steel Skinny Tumbler – Personalized Dog Mom/Dad Gift

Bring your favorite fur face everywhere you go. This custom pet tumbler turns your dog or cat into a piece of art on a sleek, stainless steel cup you can use every day.

✨ WHAT YOU’LL RECEIVE
• One stainless steel skinny tumbler with your custom pet photo design
• Clear lid, reusable straw, and straw cleaner included
• Double-wall insulation to keep drinks hot or cold longer
• Vibrant print that won’t peel or fade with proper care

🎨 HOW TO PERSONALIZE YOUR TUMBLER
1. Choose your dog’s breed design from the chart (numbers 1–20).
2. Fill out the personalization box with: The breed number (example: “#8”) The name you’d like to appear on the patch (example: “Luna’”), so that it reads something like ""#8 Luna.""
3. If your dog’s breed isn’t shown, message me for more options! I’m happy to customize it for you.
3a. If you chose the custom photo option, after checkout, send your pet photos via Etsy Messages – clear, well-lit photos work best

💡 PHOTO TIPS FOR BEST RESULTS
• Use bright, natural lighting so your pet’s features are sharp and clear
• Try to send photos where your pet is facing the camera (no heavy shadows over the face)
• If you’re including multiple pets, send at least one good photo of each
• I’ll crop and position your pet(s) so they look balanced and adorable on the tumbler

🖤 STYLE &amp; AESTHETIC
• Fun, colorful design that makes your pet the star of the show
• Perfect for pet parents who love bold, playful drinkware
• Great as a daily coffee cup, iced drink tumbler, or travel companion

🎁 PERFECT FOR GIFTING
• Thoughtful gift for dog moms, dog dads, cat parents, and pet lovers
• Ideal for birthdays, holidays, new pet celebrations, or memorial pieces
• You can ship directly to the recipient and add a gift message at checkout

📦 PROCESSING &amp; SHIPPING
• Custom designs are created after you send your photos
• Please allow time for design, printing, and packing before shipment
• Your tumbler will be securely packaged to arrive ready for gifting or daily use

🧼 CARE INSTRUCTIONS
• Hand wash only recommended to preserve the finish and insulation
• Do not microwave
• Avoid soaking the tumbler or using abrasive scrubbers on the printed area","Midnight Muse Made","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Personalized Drinkware","custom_pet_drinkware, custom_pet_photo_cup, custom_pet_tumbler, dark_celestial_cup, featured, Metal, pet_photo_skinny_cup, pet_photo_travel_cup, pet_photo_tumbler, Plastic, spooky_dog_mom_gift, spooky_pet_tumbler, witchy_pet_tumbler, witchy_stainless_cup, zodiac_pet_portrait, zodiac_pet_tumbler","true","Design","Mountains","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/a38b4901-il_fullxfull.7550912299_cuct.jpg?v=1767148642","1","Custom pet portrait tumbler with dog breed mountains design, stainless steel","false","Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup","Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!","","","","","","","","","","","","Enter the number for the dog breed
What's your dog's name?","","","","lb","","","active"
"custom-pet-tumbler-dog-breed-design","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Personalized Drinkware","","","","Photo","","","","","","","","","0.0","shopify","10","deny","manual","25.00","","true","false","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/bb31460e-il_fullxfull.7550394639_fyj1.jpg?v=1767148642","2","Custom pet portrait tumbler with dog breed mountains design, stainless steel","","Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup","Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!","","","","","","","","","","","","","","","","lb","","",""
"custom-pet-tumbler-dog-breed-design","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Personalized Drinkware","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/fca81d1f-il_fullxfull.7502458836_nbo8.jpg?v=1767148643","3","Custom pet portrait tumbler with dog breed mountains design, stainless steel","","Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup","Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!","","","","","","","","","","","","","","","","","","",""
"custom-pet-tumbler-dog-breed-design","","","","Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers","Personalized Drinkware","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0984/3464/6308/files/2115ad1d-il_fullxfull.7502974214_e51o.jpg?v=1767148643","4","Custom pet portrait tumbler with dog breed mountains design, stainless steel","","Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup","Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!","","","","","","","","","","","","","","","","","","",""
